response_id,main_branch,age,remote_work,ed_level,years_code,years_code_pro,dev_type,org_size,purchase_influence,buildvs_buy,country,currency,comp_total,so_visit_freq,so_account,so_part_freq,so_comm,ai_select,ai_sent,ai_acc,ai_complex,ai_threat,survey_length,survey_ease,converted_comp_yearly,r_used,r_want_to_use,main_branch_label,age_label,remote_work_label,ed_level_label,dev_type_label,org_size_label,purchase_influence_label,buildvs_buy_label,so_visit_freq_label,so_account_label,so_part_freq_label,so_comm_label,ai_select_label,ai_sent_label,ai_acc_label,ai_complex_label,ai_threat_label,survey_length_label,survey_ease_label
30404,1,3,3,2,18,10,16,3,3,1,United States of America,"USD	United States dollar",110000.00,2,3,5,5,2,2,NA,NA,2,1,2,110000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","10,000 or more employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"Yes, definitely","No, but I plan to soon",Indifferent,NA,NA,No,Appropriate in length,Easy
30405,1,3,2,5,18,12,32,4,1,1,United States of America,"USD	United States dollar",180000.00,3,3,5,1,1,NA,NA,NA,NA,1,3,180000.00,0,0,I am a developer by profession,35-44 years old,In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Senior Executive (C-Suite, VP, etc.)",100 to 499 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
30412,1,2,1,2,3,2,16,3,2,2,United States of America,"USD	United States dollar",75000.00,3,1,NA,3,3,1,4,4,2,1,2,75000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","10,000 or more employees",I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,No,NA,"No, not really",Yes,Favorable,Somewhat distrust,Very poor at handling complex tasks,No,Appropriate in length,Easy
30413,1,4,3,2,40,30,16,1,3,1,United States of America,"USD	United States dollar",213000.00,1,3,5,1,3,1,4,3,2,1,2,213000.00,0,0,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","1,000 to 4,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,Yes,Favorable,Somewhat distrust,Neither good or bad at handling complex tasks,No,Appropriate in length,Easy
30414,1,5,2,1,48,34,13,8,2,1,United States of America,"USD	United States dollar",62000.00,3,3,1,6,2,2,NA,NA,3,1,2,62000.00,0,0,I am a developer by profession,55-64 years old,In-person,"Associate degree (A.A., A.S., etc.)","Developer, desktop or enterprise applications",500 to 999 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat","No, but I plan to soon",Indifferent,NA,NA,Yes,Appropriate in length,Easy
30419,1,2,1,2,15,10,16,5,1,2,United States of America,"USD	United States dollar",200000.00,3,1,NA,3,2,2,NA,NA,3,1,2,200000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",2 to 9 employees,I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,No,NA,"No, not really","No, but I plan to soon",Indifferent,NA,NA,Yes,Appropriate in length,Easy
30423,1,4,3,1,30,30,12,4,3,2,United States of America,"USD	United States dollar",210000.00,3,3,1,6,3,1,3,3,2,2,3,210000.00,0,0,I am a developer by profession,45-54 years old,Remote,"Associate degree (A.A., A.S., etc.)","Developer, back-end",100 to 499 employees,I have some influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,Too long,Neither easy nor difficult
30424,1,3,2,3,25,20,16,5,1,1,United States of America,"USD	United States dollar",66000.00,2,3,5,1,1,NA,NA,NA,NA,1,2,66000.00,0,0,I am a developer by profession,35-44 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",2 to 9 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
30428,1,3,1,2,18,15,12,4,3,1,United States of America,"USD	United States dollar",320000.00,3,3,1,3,1,NA,NA,NA,NA,1,2,320000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,A few times per month or weekly,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
30434,1,5,1,1,40,29,13,7,3,1,United States of America,"USD	United States dollar",160000.00,2,3,5,1,2,2,NA,NA,2,1,2,160000.00,0,0,I am a developer by profession,55-64 years old,"Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)","Developer, desktop or enterprise applications","5,000 to 9,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,Neutral,"No, but I plan to soon",Indifferent,NA,NA,No,Appropriate in length,Easy
30437,1,2,3,7,5,5,6,1,2,3,United States of America,"USD	United States dollar",135000.00,1,3,5,3,3,5,5,3,1,1,2,135000.00,0,0,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,Data scientist or machine learning specialist,"1,000 to 4,999 employees",I have little or no influence,Out-of-the-box is ready to go with little need for customization,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",Yes,Very favorable,Somewhat trust,Neither good or bad at handling complex tasks,I'm not sure,Appropriate in length,Easy
30449,3,2,3,2,6,2,9,6,3,1,United States of America,"USD	United States dollar",110000.00,1,3,5,3,1,NA,NA,NA,NA,1,2,110000.00,0,0,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Developer Advocate,20 to 99 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
30453,1,4,3,5,35,25,12,7,3,1,United States of America,"USD	United States dollar",110000.00,2,3,2,5,3,1,3,2,1,2,3,110000.00,0,0,I am a developer by profession,45-54 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, back-end","5,000 to 9,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,A few times per week,"Yes, definitely",Yes,Favorable,Neither trust nor distrust,"Good, but not great at handling complex tasks",I'm not sure,Too long,Neither easy nor difficult
30462,1,3,3,2,25,17,16,7,2,2,United States of America,"USD	United States dollar",205000.00,1,3,4,2,2,4,NA,NA,2,NA,NA,205000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","5,000 to 9,999 employees",I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all","No, but I plan to soon",Unsure,NA,NA,No,NA,NA
30464,1,2,2,2,8,4,20,3,2,1,United States of America,"USD	United States dollar",112000.00,3,1,NA,3,1,NA,NA,NA,NA,2,3,112000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps specialist,"10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,No,NA,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Too long,Neither easy nor difficult
30470,1,1,2,2,10,3,14,3,3,1,United States of America,"USD	United States dollar",95000.00,1,3,5,1,1,NA,NA,NA,NA,1,2,95000.00,0,0,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices","10,000 or more employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
30477,1,2,3,2,13,9,23,3,3,NA,United States of America,"USD	United States dollar",180000.00,2,3,1,5,3,5,5,1,2,1,2,180000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Engineering manager,"10,000 or more employees",I have some influence,NA,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",Yes,Very favorable,Somewhat trust,Bad at handling complex tasks,No,Appropriate in length,Easy
30493,1,2,1,3,13,7,6,3,2,1,United States of America,"USD	United States dollar",211000.00,3,3,1,5,3,5,5,2,2,1,2,211000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,"10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
30495,1,5,3,5,20,9,11,3,1,3,United States of America,"USD	United States dollar",210000.00,3,3,5,6,3,1,5,2,3,1,3,210000.00,1,0,I am a developer by profession,55-64 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, AI","10,000 or more employees",I have a great deal of influence,Out-of-the-box is ready to go with little need for customization,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",Yes,Appropriate in length,Neither easy nor difficult
30498,1,2,3,1,15,10,16,3,3,3,United States of America,"USD	United States dollar",240000.00,1,3,1,6,3,6,4,4,2,1,2,240000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Associate degree (A.A., A.S., etc.)","Developer, full-stack","10,000 or more employees",I have some influence,Out-of-the-box is ready to go with little need for customization,A few times per month or weekly,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Very unfavorable,Somewhat distrust,Very poor at handling complex tasks,No,Appropriate in length,Easy
30500,1,4,3,7,30,28,16,4,3,1,United States of America,"USD	United States dollar",182000.00,1,3,1,3,3,1,5,5,1,1,3,182000.00,0,0,I am a developer by profession,45-54 years old,Remote,Some college/university study without earning a degree,"Developer, full-stack",100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,A few times per month or weekly,"No, not really",Yes,Favorable,Somewhat trust,Very well at handling complex tasks,I'm not sure,Appropriate in length,Neither easy nor difficult
30501,1,3,3,3,7,6,16,6,3,1,United States of America,"USD	United States dollar",112000.00,3,3,1,6,3,1,5,1,2,2,2,112000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack",20 to 99 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Favorable,Somewhat trust,Bad at handling complex tasks,No,Too long,Easy
30514,1,2,1,2,12,8,15,5,3,1,United States of America,"USD	United States dollar",175000.00,5,3,5,2,1,NA,NA,NA,NA,1,2,175000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end",2 to 9 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,Less than once per month or monthly,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
30518,1,2,2,3,11,5,1,7,1,1,United States of America,"USD	United States dollar",72000.00,2,3,1,1,1,NA,NA,NA,NA,2,3,72000.00,1,1,I am a developer by profession,25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Academic researcher,"5,000 to 9,999 employees",I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,A few times per month or weekly,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Too long,Neither easy nor difficult
30522,1,5,1,2,40,35,4,6,3,1,United States of America,"USD	United States dollar",170000.00,1,3,5,3,1,NA,NA,NA,NA,1,3,170000.00,0,0,I am a developer by profession,55-64 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,20 to 99 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
30523,3,2,1,5,12,11,1,8,2,2,United States of America,"USD	United States dollar",60000.00,2,3,1,6,1,NA,NA,NA,NA,2,2,60000.00,1,1,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Academic researcher,500 to 999 employees,I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Too long,Easy
30527,1,3,1,5,19,5,13,3,2,NA,United States of America,"USD	United States dollar",320000.00,2,3,5,3,1,NA,NA,NA,NA,1,2,320000.00,0,NA,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, desktop or enterprise applications","10,000 or more employees",I have little or no influence,NA,A few times per week,Yes,Less than once per month or monthly,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
30535,1,2,1,2,12,8,4,7,2,2,United States of America,"USD	United States dollar",120000.00,3,3,5,6,1,NA,NA,NA,NA,1,2,120000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,"5,000 to 9,999 employees",I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
30541,1,3,1,2,22,17,16,4,3,1,United States of America,"USD	United States dollar",130000.00,2,3,1,1,3,1,4,1,1,1,2,130000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,A few times per month or weekly,Neutral,Yes,Favorable,Somewhat distrust,Bad at handling complex tasks,I'm not sure,Appropriate in length,Easy
30558,1,1,2,6,2,0,14,9,2,1,United States of America,"USD	United States dollar",30000.00,5,1,NA,3,1,NA,NA,NA,NA,1,2,30000.00,0,0,I am a developer by profession,18-24 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, embedded applications or devices",I don’t know,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,No,NA,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
30560,1,3,3,3,25,18,3,3,3,1,United States of America,"USD	United States dollar",140832.00,2,3,5,6,3,1,5,3,2,2,3,140832.00,0,0,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Cloud infrastructure engineer,"10,000 or more employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Favorable,Somewhat trust,Neither good or bad at handling complex tasks,No,Too long,Neither easy nor difficult
30562,1,3,3,2,15,12,16,4,2,1,United States of America,"USD	United States dollar",205600.00,2,3,5,3,3,1,5,3,2,1,2,205600.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,Favorable,Somewhat trust,Neither good or bad at handling complex tasks,No,Appropriate in length,Easy
30568,1,4,3,2,30,27,12,3,2,1,United States of America,"USD	United States dollar",105000.00,3,3,4,3,2,1,NA,NA,3,1,3,105000.00,0,0,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really","No, but I plan to soon",Favorable,NA,NA,Yes,Appropriate in length,Neither easy nor difficult
30572,1,5,3,7,46,34,4,1,3,2,United States of America,"USD	United States dollar",237000.00,3,3,2,6,1,NA,NA,NA,NA,2,2,237000.00,0,0,I am a developer by profession,55-64 years old,Remote,Some college/university study without earning a degree,Data engineer,"1,000 to 4,999 employees",I have some influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,Yes,A few times per week,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Too long,Easy
30573,1,3,1,3,26,18,20,4,3,2,United States of America,"USD	United States dollar",121859.00,2,3,1,6,1,NA,NA,NA,NA,1,2,121859.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",DevOps specialist,100 to 499 employees,I have some influence,Is set up to be customized and needs to be engineered into a usable product,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
30595,1,3,3,2,23,17,16,6,1,1,United States of America,"USD	United States dollar",160000.00,5,1,NA,3,3,1,5,1,2,1,2,160000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,No,NA,"No, not really",Yes,Favorable,Somewhat trust,Bad at handling complex tasks,No,Appropriate in length,Easy
30597,1,3,2,1,24,16,16,8,2,2,United States of America,"USD	United States dollar",140000.00,4,3,5,3,3,1,5,3,2,1,2,140000.00,0,0,I am a developer by profession,35-44 years old,In-person,"Associate degree (A.A., A.S., etc.)","Developer, full-stack",500 to 999 employees,I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not really",Yes,Favorable,Somewhat trust,Neither good or bad at handling complex tasks,No,Appropriate in length,Easy
30608,1,2,3,3,17,10,12,4,3,1,United States of America,"USD	United States dollar",98000.00,3,3,4,1,3,1,4,2,2,1,2,98000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,Favorable,Somewhat distrust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
30613,1,1,2,6,3,2,16,5,2,1,United States of America,"USD	United States dollar",40000.00,3,3,5,3,3,5,5,3,2,2,3,40000.00,0,0,I am a developer by profession,18-24 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack",2 to 9 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",Yes,Very favorable,Somewhat trust,Neither good or bad at handling complex tasks,No,Too long,Neither easy nor difficult
30616,1,2,3,7,10,7,26,6,1,2,United States of America,"USD	United States dollar",125000.00,2,3,4,NA,3,5,5,2,NA,2,1,125000.00,0,0,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,Other,20 to 99 employees,I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,NA,Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",NA,Too long,Difficult
30617,3,1,1,2,14,4,8,3,2,1,United States of America,"USD	United States dollar",180000.00,1,2,NA,3,3,1,4,1,2,1,2,180000.00,0,0,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Designer,"10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Not sure/can't remember,NA,"No, not really",Yes,Favorable,Somewhat distrust,Bad at handling complex tasks,No,Appropriate in length,Easy
30626,1,3,1,2,18,16,16,2,3,1,United States of America,"USD	United States dollar",145000.00,3,3,1,1,1,NA,NA,NA,NA,1,2,145000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",10 to 19 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,A few times per month or weekly,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
30633,1,3,1,5,18,11,11,3,3,1,United States of America,"USD	United States dollar",200000.00,2,3,5,6,3,1,5,1,2,2,2,200000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Developer, AI","10,000 or more employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Favorable,Somewhat trust,Bad at handling complex tasks,No,Too long,Easy
30645,1,2,3,2,11,11,16,3,3,2,United States of America,"USD	United States dollar",99732.00,2,3,5,5,3,1,5,2,1,2,2,99732.00,0,NA,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","10,000 or more employees",I have some influence,Is set up to be customized and needs to be engineered into a usable product,A few times per week,Yes,Less than once per month or monthly,"Yes, definitely",Yes,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",I'm not sure,Too long,Easy
30651,1,2,1,2,4,2,16,6,2,1,United States of America,"USD	United States dollar",67000.00,2,3,5,6,3,5,4,1,1,1,2,67000.00,0,NA,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Very favorable,Somewhat distrust,Bad at handling complex tasks,I'm not sure,Appropriate in length,Easy
30664,1,2,3,2,10,10,16,5,1,1,United States of America,"USD	United States dollar",45000.00,3,3,4,2,3,5,5,2,2,1,2,45000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",2 to 9 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
30671,1,2,1,2,8,4,16,1,3,1,United States of America,"USD	United States dollar",80000.00,1,3,1,6,2,3,NA,NA,2,1,2,80000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","1,000 to 4,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,A few times per month or weekly,"Yes, somewhat","No, but I plan to soon",Unfavorable,NA,NA,No,Appropriate in length,Easy
30672,1,4,3,7,23,23,16,10,3,1,United States of America,"USD	United States dollar",145000.00,2,3,5,6,2,2,NA,NA,2,1,3,145000.00,0,0,I am a developer by profession,45-54 years old,Remote,Some college/university study without earning a degree,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat","No, but I plan to soon",Indifferent,NA,NA,No,Appropriate in length,Neither easy nor difficult
30682,1,1,2,7,10,2,12,2,2,1,United States of America,"USD	United States dollar",43680.00,5,3,4,3,3,1,3,1,2,1,2,43680.00,0,0,I am a developer by profession,18-24 years old,In-person,Some college/university study without earning a degree,"Developer, back-end",10 to 19 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Favorable,Neither trust nor distrust,Bad at handling complex tasks,No,Appropriate in length,Easy
30695,1,5,1,2,40,35,12,5,1,1,United States of America,"USD	United States dollar",205000.00,2,2,NA,3,3,3,1,4,2,1,3,205000.00,0,0,I am a developer by profession,55-64 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",2 to 9 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Not sure/can't remember,NA,"No, not really",Yes,Unfavorable,Highly distrust,Very poor at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
30698,1,4,3,2,41,27,16,3,2,2,United States of America,"USD	United States dollar",135000.00,1,3,5,6,1,NA,NA,NA,NA,1,2,135000.00,0,0,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","10,000 or more employees",I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
30708,1,5,3,2,45,42,12,6,3,2,United States of America,"USD	United States dollar",210000.00,3,3,1,1,3,1,5,2,1,1,2,210000.00,0,0,I am a developer by profession,55-64 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",20 to 99 employees,I have some influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,Yes,A few times per month or weekly,Neutral,Yes,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",I'm not sure,Appropriate in length,Easy
30714,1,2,2,2,7,3,14,6,3,1,United States of America,"USD	United States dollar",72000.00,2,3,5,3,3,1,1,2,2,1,2,72000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices",20 to 99 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,Favorable,Highly distrust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
30719,3,2,3,2,5,5,20,6,2,1,United States of America,"USD	United States dollar",80000.00,5,3,5,1,3,5,5,2,2,1,2,80000.00,0,0,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps specialist,20 to 99 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,Yes,Less than once per month or monthly,Neutral,Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
